Time	 LatitudeDegrees 	 LongitudeDegrees 	 AltitudeMeters 	 DistanceMeters 	HeartRateBpm	Cadence	 Speed 
7:57:24 PM	 49.2777719255536 	 (123.2468291558320)	 59.20 	 8,043.680 	113	0	 14.187 
7:57:25 PM	 49.2778451833873 	 (123.2466700673100)	 58.40 	 8,057.750 	112	0	 14.093 
7:57:26 PM	 49.2779175192117 	 (123.2465105596920)	 57.40 	 8,071.910 	113	0	 14.140 
7:57:27 PM	 49.2779880110174 	 (123.2463518064460)	 57.00 	 8,086.020 	113	0	 14.187 
7:57:28 PM	 49.2780589219182 	 (123.2461923826480)	 56.40 	 8,100.100 	111	0	 14.187 
7:57:29 PM	 49.2781300004571 	 (123.2460325397550)	 55.60 	 8,114.220 	110	0	 14.234 
7:57:30 PM	 49.2782059404999 	 (123.2458693441000)	 55.20 	 8,129.000 	109	0	 14.425 
7:57:31 PM	 49.2782797012478 	 (123.2457053102550)	 54.40 	 8,143.370 	109	0	 14.572 
7:57:32 PM	 49.2783541325479 	 (123.2455399353050)	 53.40 	 8,157.850 	108	0	 14.473 
7:57:33 PM	 49.2784320842474 	 (123.2453764043740)	 52.40 	 8,172.950 	107	0	 14.774 
7:57:34 PM	 49.2785071860998 	 (123.2452101074150)	 51.40 	 8,187.640 	107	0	 14.852 
7:57:35 PM	 49.2785841319710 	 (123.2450428884470)	 50.60 	 8,202.410 	107	0	 14.939 
7:57:36 PM	 49.2786573898047 	 (123.2448727358130)	 49.40 	 8,217.540 	107	0	 14.956 
7:57:37 PM	 49.2787281330674 	 (123.2447041757400)	 48.40 	 8,232.580 	106	0	 14.956 
7:57:38 PM	 49.2787992954254 	 (123.2445379626000)	 47.40 	 8,247.280 	107	0	 14.852 
7:57:39 PM	 49.2788697034120 	 (123.2443751860400)	 46.40 	 8,261.340 	107	26	 14.357 
7:57:40 PM	 49.2789347469806 	 (123.2442127447570)	 45.40 	 8,275.550 	107	100	 14.027 
7:57:41 PM	 49.2790011316537 	 (123.2440569251770)	 44.40 	 8,289.540 	107	94	 13.770 
7:57:42 PM	 49.2790589667856 	 (123.2438994292160)	 43.40 	 8,302.880 	108	93	 13.427 
7:57:43 PM	 49.2791091743856 	 (123.2437375746660)	 42.60 	 8,316.190 	109	93	 13.140 
7:57:45 PM	 49.2791838571429 	 (123.2434075791380)	 42.60 	 8,342.290 	109	0	 13.100 
7:57:46 PM	 49.2792048957198 	 (123.2432383485130)	 42.40 	 8,354.990 	109	0	 12.942 
7:57:47 PM	 49.2792184744030 	 (123.2430660165840)	 42.00 	 8,368.160 	109	0	 12.788 
7:57:48 PM	 49.2792130261659 	 (123.2428996358060)	 41.40 	 8,380.700 	108	0	 12.711 
7:57:49 PM	 49.2792207375168 	 (123.2427381165320)	 41.00 	 8,393.160 	108	0	 12.562 
7:57:50 PM	 49.2792271077632 	 (123.2425736635920)	 40.40 	 8,405.670 	107	0	 12.418 
7:57:51 PM	 49.2792227491736 	 (123.2423967216160)	 40.20 	 8,418.080 	107	0	 12.489 
7:57:52 PM	 49.2792197316884 	 (123.2422245573250)	 39.40 	 8,430.510 	107	0	 12.347 
7:57:53 PM	 49.2792167142033 	 (123.2420587632800)	 39.20 	 8,442.620 	107	0	 12.276 
7:57:54 PM	 49.2792152054607 	 (123.2418946456160)	 38.60 	 8,454.910 	107	0	 12.171 
7:57:55 PM	 49.2792147025465 	 (123.2417335454370)	 38.20 	 8,467.160 	107	0	 12.137 
7:57:56 PM	 49.2792107630521 	 (123.2415675837540)	 37.60 	 8,479.030 	107	0	 12.069 
7:57:57 PM	 49.2792069073766 	 (123.2414057292040)	 37.20 	 8,491.050 	107	27	 11.968 
7:57:58 PM	 49.2792041413486 	 (123.2412526756520)	 36.60 	 8,502.300 	108	55	 11.248 
7:57:59 PM	 49.2792003694921 	 (123.2411116082220)	 36.20 	 8,512.660 	108	55	 10.484 
7:58:00 PM	 49.2791937477886 	 (123.2409837841980)	 36.20 	 8,522.040 	108	27	 9.345 
7:58:01 PM	 49.2791874613612 	 (123.2408692035820)	 35.60 	 8,530.710 	108	0	 8.562 
7:58:02 PM	 49.2791789956390 	 (123.2407630048690)	 35.40 	 8,538.530 	108	0	 7.873 
7:58:03 PM	 49.2791678477078 	 (123.2406734023240)	 35.00 	 8,545.750 	107	0	 7.189 
7:58:04 PM	 49.2791644111275 	 (123.2405945286150)	 34.40 	 8,551.980 	106	0	 6.124 
7:58:05 PM	 49.2791613098233 	 (123.2405361905690)	 34.20 	 8,557.250 	105	0	 5.268 
7:58:08 PM	 49.2791857849806 	 (123.2405185885720)	 34.20 	 8,567.540 	103	0	 2.821 
7:58:11 PM	 49.2791991122066 	 (123.2405682094390)	 34.20 	 8,573.330 	104	0	 -   
7:58:18 PM	 49.2792030517011 	 (123.2405740767710)	 34.20 	 8,573.330 	108		 4.964 
7:58:19 PM	 49.2792033869773 	 (123.2405889965590)	 34.20 	 8,573.330 	109		 -   
7:58:22 PM	 49.2792161274701 	 (123.2406312413510)	 34.20 	 8,573.330 	112		 1.144 
7:58:25 PM	 49.2792254313826 	 (123.2407387811690)	 34.20 	 8,579.000 	115	30	 1.889 
7:58:28 PM	 49.2792286165058 	 (123.2409292180090)	 34.20 	 8,591.870 	118	45	 4.572 
7:58:29 PM	 49.2792247608304 	 (123.2409900706260)	 34.20 	 8,596.130 	118	47	 4.315 
7:58:34 PM	 49.2792426142841 	 (123.2413631491360)	 34.40 	 8,620.210 	121	94	 5.294 
7:58:35 PM	 49.2792465537786 	 (123.2414484769100)	 35.00 	 8,625.580 	122	94	 5.347 
7:58:36 PM	 49.2792529240250 	 (123.2415230758480)	 35.40 	 8,630.780 	122	92	 5.333 
7:58:37 PM	 49.2792529240250 	 (123.2415962498630)	 35.60 	 8,635.950 	123	94	 5.203 
7:58:38 PM	 49.2792469728738 	 (123.2416710164390)	 36.40 	 8,641.250 	123	102	 5.092 
7:58:40 PM	 49.2792317178100 	 (123.2418100722130)	 36.40 	 8,651.250 	124	94	 5.033 
7:58:44 PM	 49.2792187258601 	 (123.2420942187300)	 36.40 	 8,672.120 	127	94	 5.333 
7:58:45 PM	 49.2792188934981 	 (123.2421632017940)	 36.60 	 8,677.300 	128	94	 5.333 
7:58:46 PM	 49.2792206536978 	 (123.2422354537990)	 37.20 	 8,682.760 	128	95	 5.373 
7:58:47 PM	 49.2792215757071 	 (123.2423077896230)	 37.40 	 8,688.170 	129	95	 5.414 
7:58:48 PM	 49.2792280297726 	 (123.2423786167050)	 38.00 	 8,693.710 	130	96	 5.421 
7:58:49 PM	 49.2792327236384 	 (123.2424491923300)	 38.40 	 8,698.990 	131	96	 5.427 
7:58:52 PM	 49.2792416084557 	 (123.2426522858440)	 39.00 	 8,715.290 	134	94	 5.316 
7:58:53 PM	 49.2792423628270 	 (123.2427231967440)	 39.40 	 8,720.610 	134	95	 5.382 
7:58:54 PM	 49.2792429495602 	 (123.2427964545780)	 40.00 	 8,726.170 	135	95	 5.465 
7:58:55 PM	 49.2792481463402 	 (123.2428670302030)	 40.40 	 8,731.510 	136	95	 5.395 
7:58:56 PM	 49.2792549356818 	 (123.2429300621150)	 41.00 	 8,736.860 	136	95	 5.423 
7:59:00 PM	 49.2792740464210 	 (123.2431709580120)	 41.00 	 8,758.620 	139	93	 5.382 
7:59:01 PM	 49.2792744655162 	 (123.2432316429910)	 41.40 	 8,763.910 	140	90	 5.238 
7:59:02 PM	 49.2792766448110 	 (123.2432918250560)	 41.60 	 8,768.980 	140	91	 5.164 
7:59:03 PM	 49.2792764771729 	 (123.2433544378720)	 42.20 	 8,774.250 	141	92	 5.214 
7:59:04 PM	 49.2792751360684 	 (123.2434167992320)	 42.40 	 8,779.500 	141	92	 5.264 
7:59:05 PM	 49.2792697716504 	 (123.2434807531530)	 43.00 	 8,784.690 	142	93	 5.264 
7:59:06 PM	 49.2792628146708 	 (123.2435490656640)	 43.00 	 8,790.010 	143	93	 5.290 
7:59:09 PM	 49.2791849467903 	 (123.2437907159320)	 43.00 	 8,806.120 	144	94	 5.395 
7:59:11 PM	 49.2791345715522 	 (123.2439356390380)	 43.00 	 8,816.790 	145	95	 5.409 
7:59:15 PM	 49.2790275346487 	 (123.2441845815620)	 43.00 	 8,839.130 	146	99	 5.636 
7:59:19 PM	 49.2789093498140 	 (123.2444311771540)	 43.00 	 8,866.210 	146	101	 5.849 
7:59:21 PM	 49.2788532748818 	 (123.2445329334580)	 43.40 	 8,877.660 	147	99	 5.710 
7:59:22 PM	 49.2788264527916 	 (123.2445954624560)	 43.60 	 8,883.320 	147	101	 5.665 
7:59:23 PM	 49.2787967808544 	 (123.2446569856250)	 44.20 	 8,889.040 	148	100	 5.725 
7:59:24 PM	 49.2787717189639 	 (123.2447147369380)	 44.40 	 8,894.760 	148	99	 5.725 
7:59:25 PM	 49.2787303961813 	 (123.2447782717640)	 45.00 	 8,900.420 	148	96	 5.651 
7:59:27 PM	 49.2786664422601 	 (123.2449162378900)	 45.40 	 8,911.340 	149	103	 5.443 
7:59:28 PM	 49.2786334175616 	 (123.2449765037740)	 45.60 	 8,916.550 	149	101	 5.214 
7:59:29 PM	 49.2786060087382 	 (123.2450338359920)	 46.20 	 8,921.540 	149	97	 4.973 
7:59:30 PM	 49.2785798572003 	 (123.2451013941310)	 46.60 	 8,926.370 	149	96	 4.840 
7:59:31 PM	 49.2785568069666 	 (123.2451664377000)	 47.20 	 8,931.190 	149	96	 4.817 
7:59:36 PM	 49.2784315813332 	 (123.2454505003980)	 47.40 	 8,955.130 	151	95	 4.796 
7:59:37 PM	 49.2784002330154 	 (123.2454988639800)	 48.00 	 8,959.830 	151	94	 4.703 
7:59:38 PM	 49.2783715669065 	 (123.2455500774080)	 48.40 	 8,964.510 	151	93	 4.682 
7:59:39 PM	 49.2783498577773 	 (123.2455985248080)	 49.00 	 8,969.200 	152	92	 4.682 
7:59:40 PM	 49.2783279810100 	 (123.2456535100930)	 49.40 	 8,973.830 	152	92	 4.631 
7:59:41 PM	 49.2783006560057 	 (123.2457193918520)	 49.60 	 8,978.440 	152	93	 4.603 
7:59:42 PM	 49.2782770190387 	 (123.2457920629530)	 50.20 	 8,983.040 	153	95	 4.611 
7:59:43 PM	 49.2782564833760 	 (123.2458580285310)	 50.60 	 8,987.790 	153	95	 4.755 
7:59:44 PM	 49.2782356124371 	 (123.2459130976340)	 51.20 	 8,992.530 	153	96	 4.723 
7:59:45 PM	 49.2782142385840 	 (123.2459734473370)	 51.40 	 8,997.320 	153	98	 4.776 
7:59:48 PM	 49.2781347781419 	 (123.2461306080220)	 52.00 	 9,011.790 	154	95	 4.808 
7:59:49 PM	 49.2781134042888 	 (123.2461884431540)	 52.40 	 9,016.550 	154	95	 4.764 
7:59:50 PM	 49.2780919466167 	 (123.2462383992960)	 52.60 	 9,021.250 	154	94	 4.703 
7:59:51 PM	 49.2780709918588 	 (123.2462931331240)	 53.40 	 9,025.950 	154	94	 4.692 
7:59:52 PM	 49.2780475225299 	 (123.2463484536850)	 53.60 	 9,030.700 	155	92	 4.743 
7:59:55 PM	 49.2779753543436 	 (123.2465137448160)	 54.20 	 9,044.510 	155	92	 4.611 
7:59:56 PM	 49.2779520526528 	 (123.2465647906060)	 54.40 	 9,049.120 	155	92	 4.603 
7:59:57 PM	 49.2779292538762 	 (123.2466141600160)	 55.00 	 9,053.700 	155	93	 4.583 
7:59:58 PM	 49.2779025156050 	 (123.2466645352540)	 55.40 	 9,058.330 	156	93	 4.622 
7:59:59 PM	 49.2778776213526 	 (123.2467165868720)	 55.60 	 9,062.920 	156	93	 4.603 
8:00:04 PM	 49.2777825705707 	 (123.2469831313930)	 56.20 	 9,085.830 	157	90	 4.473 
8:00:05 PM	 49.2777666449546 	 (123.2470380328590)	 56.40 	 9,090.330 	157	92	 4.500 
8:00:06 PM	 49.2777457740157 	 (123.2470896653830)	 57.20 	 9,094.880 	157	92	 4.566 
8:00:07 PM	 49.2777204606682 	 (123.2471404597160)	 57.40 	 9,099.450 	157	91	 4.566 
8:00:08 PM	 49.2776988353580 	 (123.2471916731440)	 58.00 	 9,104.000 	157	90	 4.538 
8:00:12 PM	 49.2775965761393 	 (123.2473982870570)	 58.40 	 9,122.080 	158	90	 4.500 
8:00:13 PM	 49.2775684967637 	 (123.2474430464200)	 58.60 	 9,126.660 	158	92	 4.577 
8:00:14 PM	 49.2775681614875 	 (123.2474886439740)	 59.20 	 9,131.250 	158	94	 4.596 
8:00:15 PM	 49.2775463685393 	 (123.2475460600100)	 59.40 	 9,135.910 	158	94	 4.655 
8:00:16 PM	 49.2775272578001 	 (123.2476038951420)	 60.00 	 9,140.580 	158	93	 4.664 
8:00:17 PM	 49.2775026150047 	 (123.2476591318840)	 60.00 	 9,145.250 	158	92	 4.685 
8:00:19 PM	 49.2774652317166 	 (123.2477668393400)	 60.40 	 9,154.450 	158	90	 4.566 
8:00:20 PM	 49.2774431034922 	 (123.2478214893490)	 61.00 	 9,158.980 	158	90	 4.528 
8:00:21 PM	 49.2774221487343 	 (123.2478724513200)	 61.40 	 9,163.490 	158	90	 4.510 
8:00:22 PM	 49.2774027027189 	 (123.2479235809290)	 61.60 	 9,167.990 	158	89	 4.500 
8:00:23 PM	 49.2773820832371 	 (123.2479769736520)	 62.20 	 9,172.410 	158	89	 4.435 
8:00:29 PM	 49.2772587854415 	 (123.2483123335980)	 62.20 	 9,200.080 	158	90	 4.685 
8:00:30 PM	 49.2772185523062 	 (123.2484210468820)	 62.40 	 9,204.580 	158	89	 4.500 
8:00:31 PM	 49.2772185523062 	 (123.2484210468820)	 63.20 	 9,209.050 	158	89	 4.481 
8:00:32 PM	 49.2771956697106 	 (123.2484745234250)	 63.40 	 9,213.500 	158	91	 4.435 
8:00:33 PM	 49.2771737929433 	 (123.2485269941380)	 64.00 	 9,218.010 	159	91	 4.519 
8:00:34 PM	 49.2771524190902 	 (123.2485817279660)	 64.40 	 9,222.550 	158	91	 4.538 
8:00:38 PM	 49.2770717013627 	 (123.2488007470960)	 64.80 	 9,240.840 	159	90	 4.585 
8:00:39 PM	 49.2770480643957 	 (123.2488538883620)	 65.40 	 9,245.380 	158	91	 4.538 
8:00:40 PM	 49.2770230025053 	 (123.2489077840000)	 65.80 	 9,249.960 	159	93	 4.577 
8:00:41 PM	 49.2770016286522 	 (123.2489634398370)	 66.00 	 9,254.610 	159	92	 4.644 
8:00:42 PM	 49.2769766505807 	 (123.2490186765780)	 66.40 	 9,259.250 	159	92	 4.644 
8:00:48 PM	 49.2768163047730 	 (123.2493019010870)	 67.00 	 9,285.960 	159	91	 4.400 
8:00:49 PM	 49.2767946794629 	 (123.2493506837630)	 67.40 	 9,290.490 	160	96	 4.519 
8:00:50 PM	 49.2767641693353 	 (123.2493996340780)	 67.80 	 9,295.290 	160	98	 4.810 
8:00:51 PM	 49.2767309769988 	 (123.2494516018770)	 68.40 	 9,300.250 	160	99	 4.941 
8:00:52 PM	 49.2767068371176 	 (123.2495004683730)	 68.80 	 9,305.200 	160	98	 4.965 
8:00:54 PM	 49.2766792606562 	 (123.2495874725280)	 69.00 	 9,314.980 	159	97	 4.854 
8:00:55 PM	 49.2766609042882 	 (123.2496263645580)	 69.40 	 9,319.790 	160	96	 4.810 
8:00:56 PM	 49.2766285501420 	 (123.2496655080460)	 70.00 	 9,324.650 	160	96	 4.854 
8:00:57 PM	 49.2765952739864 	 (123.2497015502300)	 70.40 	 9,329.420 	160	94	 4.778 
8:00:58 PM	 49.2765617463737 	 (123.2497398555270)	 70.80 	 9,334.120 	160	94	 4.705 
8:01:03 PM	 49.2763817869126 	 (123.2498938310890)	 71.00 	 9,357.570 	161	96	 4.736 
8:01:04 PM	 49.2763415537774 	 (123.2499240897590)	 71.40 	 9,362.360 	161	94	 4.789 
8:01:05 PM	 49.2763026617467 	 (123.2499490678310)	 72.00 	 9,367.070 	161	93	 4.705 
8:01:06 PM	 49.2762601654976 	 (123.2499782368540)	 72.40 	 9,371.700 	161	94	 4.644 
8:01:07 PM	 49.2762222792953 	 (123.2500028796490)	 73.00 	 9,376.400 	161	93	 4.685 
8:01:11 PM	 49.2760688066482 	 (123.2501009479160)	 73.40 	 9,394.990 	162	91	 4.625 
8:01:12 PM	 49.2760325968265 	 (123.2501286081960)	 73.80 	 9,399.580 	162	92	 4.585 
8:01:13 PM	 49.2759941238909 	 (123.2501579448580)	 74.00 	 9,404.170 	162	94	 4.605 
8:01:14 PM	 49.2759486101567 	 (123.2501871138810)	 74.40 	 9,408.910 	162	94	 4.725 
8:01:15 PM	 49.2759118136018 	 (123.2502112537620)	 75.00 	 9,413.580 	162	93	 4.685 
8:01:17 PM	 49.2758350353688 	 (123.2502743694930)	 75.40 	 9,422.940 	162	92	 4.685 
8:01:18 PM	 49.2757979873567 	 (123.2503043767060)	 75.80 	 9,427.530 	162	91	 4.585 
8:01:19 PM	 49.2757628671824 	 (123.2503329589960)	 76.00 	 9,432.210 	162	92	 4.577 
8:01:20 PM	 49.2757286690175 	 (123.2503594458100)	 76.40 	 9,436.690 	162	92	 4.585 
8:01:21 PM	 49.2756908666342 	 (123.2503850106140)	 77.00 	 9,441.290 	162	93	 4.605 
8:01:22 PM	 49.2756519746035 	 (123.2504101563240)	 77.40 	 9,445.900 	163	93	 4.605 
8:01:23 PM	 49.2756150942295 	 (123.2504370622330)	 77.80 	 9,450.580 	162	93	 4.675 
8:01:24 PM	 49.2755783814936 	 (123.2504670694470)	 78.00 	 9,455.240 	162	93	 4.664 
8:01:25 PM	 49.2755415011197 	 (123.2505034469060)	 78.40 	 9,459.900 	162	93	 4.655 
8:01:26 PM	 49.2755070514976 	 (123.2505451887840)	 79.00 	 9,464.550 	162	95	 4.655 
8:01:29 PM	 49.2754151020199 	 (123.2506909500800)	 79.00 	 9,478.950 	162	97	 4.842 
8:01:31 PM	 49.2753643915057 	 (123.2508089672770)	 79.00 	 9,488.650 	162	99	 4.854 
8:01:32 PM	 49.2753451131284 	 (123.2508696522560)	 79.40 	 9,493.580 	162	100	 4.931 
8:01:33 PM	 49.2753340490162 	 (123.2509328518060)	 79.80 	 9,498.550 	162	100	 4.975 
8:01:34 PM	 49.2753159441053 	 (123.2509921118610)	 80.00 	 9,503.580 	161	100	 5.022 
8:01:35 PM	 49.2753111664205 	 (123.2510552275920)	 80.40 	 9,508.580 	162	102	 5.011 
8:01:36 PM	 49.2753158602863 	 (123.2511232048270)	 81.00 	 9,513.670 	161	103	 5.081 
8:01:43 PM	 49.2752635572105 	 (123.2515680324280)	 81.00 	 9,548.530 	161	93	 4.685 
8:01:48 PM	 49.2751473002135 	 (123.2518301345400)	 81.40 	 9,570.280 	160	94	 4.171 
8:01:49 PM	 49.2751158680766 	 (123.2518680207430)	 81.80 	 9,574.460 	160	97	 4.195 
8:01:51 PM	 49.2750424426048 	 (123.2519320584830)	 82.40 	 9,583.260 	159	102	 4.453 
8:01:52 PM	 49.2750057298690 	 (123.2519639935340)	 83.00 	 9,587.750 	159	101	 4.491 
8:01:54 PM	 49.2749338969588 	 (123.2520130276670)	 83.00 	 9,596.790 	160	100	 4.538 
8:02:00 PM	 49.2746938392519 	 (123.2521206513040)	 83.40 	 9,624.380 	160	103	 4.644 
8:02:01 PM	 49.2746551148593 	 (123.2521369960150)	 84.00 	 9,629.000 	159	103	 4.605 
8:02:02 PM	 49.2746172286570 	 (123.2521521672600)	 84.40 	 9,633.570 	159	104	 4.566 
8:02:03 PM	 49.2745785042643 	 (123.2521690987050)	 85.00 	 9,638.190 	159	105	 4.625 
8:02:04 PM	 49.2745378520339 	 (123.2521861977870)	 85.40 	 9,642.870 	159	105	 4.675 
8:02:07 PM	 49.2744228523224 	 (123.2522550970310)	 85.40 	 9,657.050 	159	106	 4.810 
8:02:10 PM	 49.2743235267698 	 (123.2523353118440)	 85.40 	 9,671.240 	159	106	 4.705 
8:02:11 PM	 49.2742918431758 	 (123.2523705996570)	 85.40 	 9,675.920 	159	106	 4.696 
8:02:15 PM	 49.2741859797388 	 (123.2525563426310)	 85.40 	 9,695.050 	159	102	 4.887 
8:02:19 PM	 49.2740924376994 	 (123.2527929637580)	 85.80 	 9,716.150 	158	101	 5.425 
8:02:20 PM	 49.2740673758089 	 (123.2528585940590)	 86.00 	 9,721.690 	158	101	 5.535 
8:02:21 PM	 49.2740247957408 	 (123.2529108133160)	 86.80 	 9,727.440 	158	104	 5.756 
8:02:22 PM	 49.2740030027925 	 (123.2529810536650)	 87.00 	 9,733.400 	158	106	 5.962 
8:02:23 PM	 49.2739804554730 	 (123.2530591730020)	 87.40 	 9,739.420 	158	107	 6.030 
8:02:28 PM	 49.2738380469381 	 (123.2534066028890)	 87.40 	 9,770.490 	157	109	 6.256 
8:02:30 PM	 49.2737725004553 	 (123.2535457424810)	 87.40 	 9,782.870 	157	110	 6.184 
8:02:37 PM	 49.2734855040907 	 (123.2539385184640)	 87.40 	 9,825.760 	157	94	 5.914 
8:02:44 PM	 49.2731496412307 	 (123.2542178034780)	 88.00 	 9,869.130 	156	101	 6.293 
8:02:45 PM	 49.2730974219739 	 (123.2542434521010)	 88.40 	 9,875.500 	155	100	 6.367 
8:02:46 PM	 49.2730368208140 	 (123.2542750518760)	 88.80 	 9,881.820 	155	100	 6.310 
8:02:47 PM	 49.2729844339191 	 (123.2542914804070)	 89.00 	 9,888.120 	155	100	 6.310 
8:02:48 PM	 49.2729247547686 	 (123.2543032988900)	 89.40 	 9,894.450 	155	100	 6.329 
8:02:51 PM	 49.2727585416287 	 (123.2543172128490)	 89.40 	 9,913.460 	155	99	 6.329 
8:02:55 PM	 49.2725302185863 	 (123.2542885467410)	 90.00 	 9,938.080 	155	101	 6.030 
8:02:56 PM	 49.2724813520908 	 (123.2542785722760)	 90.40 	 9,944.050 	154	103	 5.980 
8:02:57 PM	 49.2724357545375 	 (123.2542687654490)	 91.00 	 9,949.910 	154	100	 5.866 
8:02:58 PM	 49.2723947670310 	 (123.2542624790220)	 91.40 	 9,955.650 	155	97	 5.727 
8:02:59 PM	 49.2723468225449 	 (123.2542565278700)	 91.80 	 9,961.200 	155	94	 5.565 
8:03:06 PM	 49.2720641009509 	 (123.2542015425860)	 92.00 	 9,994.540 	155	100	 5.046 
8:03:07 PM	 49.2720272205770 	 (123.2541876286260)	 92.40 	 9,999.490 	155	99	 4.975 
8:03:08 PM	 49.2719886638224 	 (123.2541682664300)	 93.00 	 10,004.580 	155	97	 4.908 
8:03:09 PM	 49.2719456646591 	 (123.2541466411200)	 93.40 	 10,009.210 	155	96	 4.800 
8:03:10 PM	 49.2719004862010 	 (123.2541306316850)	 93.80 	 10,014.000 	155	95	 4.736 
8:03:13 PM	 49.2717732489109 	 (123.2541113533070)	 93.80 	 10,028.170 	155	94	 4.747 
8:03:14 PM	 49.2717259749770 	 (123.2541130296880)	 93.80 	 10,033.010 	155	94	 4.705 
8:03:15 PM	 49.2716884240508 	 (123.2541068270800)	 94.00 	 10,037.700 	156	94	 4.736 
8:03:16 PM	 49.2716424074023 	 (123.2540985289960)	 94.80 	 10,042.450 	155	94	 4.664 
8:03:17 PM	 49.2716001626104 	 (123.2540917396540)	 95.00 	 10,047.200 	155	93	 4.685 
8:03:18 PM	 49.2715479433536 	 (123.2540958467870)	 95.40 	 10,051.960 	155	91	 4.696 
8:03:19 PM	 49.2715011723339 	 (123.2540927454820)	 96.00 	 10,056.330 	155	89	 4.500 
8:03:20 PM	 49.2714645434170 	 (123.2540911529210)	 96.00 	 10,060.790 	155	88	 4.462 
8:03:24 PM	 49.2714184429496 	 (123.2540259417140)	 96.00 	 10,077.510 	154	83	 4.099 
8:03:25 PM	 49.2714187782257 	 (123.2539876364170)	 96.00 	 10,081.290 	153	35	 3.778 
8:03:27 PM	 49.2714708298444 	 (123.2539639156310)	 96.00 	 10,088.910 	153	77	 3.878 
8:03:29 PM	 49.2715507932007 	 (123.2539947610340)	 96.00 	 10,097.860 	151	71	 4.605 
8:03:31 PM	 49.2716469336301 	 (123.2540235947810)	 96.00 	 10,108.910 	150	73	 5.866 
8:03:32 PM	 49.2717020865529 	 (123.2540319766840)	 96.00 	 10,115.130 	150	69	 6.237 
8:03:36 PM	 49.2719536274671 	 (123.2540777418760)	 96.00 	 10,143.740 	147	92	 7.649 
8:03:38 PM	 49.2720968741923 	 (123.2540901470920)	 95.40 	 10,160.200 	146	88	 8.326 
8:03:39 PM	 49.2721682041883 	 (123.2541051506990)	 95.00 	 10,168.580 	146	88	 8.456 
8:03:40 PM	 49.2722429707646 	 (123.2541222497820)	 94.40 	 10,177.290 	145	22	 8.623 
8:03:41 PM	 49.2723194137215 	 (123.2541405223300)	 94.00 	 10,185.990 	144	0	 8.763 
8:03:42 PM	 49.2723973654210 	 (123.2541589625170)	 93.40 	 10,194.740 	142	73	 8.944 
8:03:44 PM	 49.2725474014878 	 (123.2542073260990)	 93.00 	 10,213.400 	141	95	 9.453 
8:03:45 PM	 49.2726319748908 	 (123.2542217429720)	 92.80 	 10,223.000 	141	97	 9.706 
8:03:46 PM	 49.2727140337228 	 (123.2542366627600)	 92.40 	 10,232.700 	141	99	 9.704 
8:03:47 PM	 49.2728035524487 	 (123.2542421109970)	 92.00 	 10,243.170 	141	101	 10.260 
8:03:48 PM	 49.2728993576020 	 (123.2542334776370)	 91.40 	 10,253.590 	141	101	 10.357 
8:03:49 PM	 49.2729956656694 	 (123.2542131096120)	 91.00 	 10,264.090 	140	75	 10.357 
8:03:50 PM	 49.2730862740427 	 (123.2541873771690)	 90.40 	 10,274.010 	140	0	 10.260 
8:03:51 PM	 49.2731752898544 	 (123.2541504129760)	 90.00 	 10,284.550 	139	0	 10.309 
8:03:52 PM	 49.2732617910951 	 (123.2541025523090)	 89.80 	 10,294.840 	139	0	 10.309 
8:03:53 PM	 49.2733445204794 	 (123.2540436275300)	 89.40 	 10,305.080 	138	0	 10.067 
8:03:58 PM	 49.2737165093421 	 (123.2536522764710)	 89.40 	 10,354.750 	135	24	 9.838 
8:03:59 PM	 49.2737717460840 	 (123.2535487599670)	 88.80 	 10,364.500 	133	98	 9.748 
8:04:00 PM	 49.2738233786076 	 (123.2534401305010)	 88.40 	 10,374.170 	133	98	 9.793 
8:04:01 PM	 49.2738773580640 	 (123.2533305790270)	 88.00 	 10,384.120 	132	98	 9.793 
8:04:02 PM	 49.2739248834550 	 (123.2532157469540)	 87.40 	 10,393.940 	132	99	 9.838 
8:04:03 PM	 49.2739666253328 	 (123.2530963886520)	 87.00 	 10,403.730 	132	98	 9.793 
8:04:07 PM	 49.2741185892373 	 (123.2526116631920)	 87.00 	 10,442.320 	131	95	 9.470 
8:04:09 PM	 49.2742128856480 	 (123.2524036243550)	 87.00 	 10,461.070 	130	94	 9.407 
8:04:11 PM	 49.2743412964046 	 (123.2522379979490)	 87.00 	 10,479.830 	130	95	 9.449 
8:04:15 PM	 49.2746532708406 	 (123.2520341500630)	 87.00 	 10,517.900 	131	72	 9.597 
8:04:16 PM	 49.2747353296726 	 (123.2519932463760)	 86.80 	 10,527.580 	130	0	 9.618 
8:04:17 PM	 49.2748171370476 	 (123.2519494090220)	 86.00 	 10,537.210 	129	0	 9.748 
8:04:18 PM	 49.2749003693461 	 (123.2519054878500)	 85.80 	 10,547.030 	129	0	 9.748 
8:04:19 PM	 49.2749811708927 	 (123.2518608123060)	 85.40 	 10,557.160 	128	0	 9.883 
8:04:20 PM	 49.2750625591725 	 (123.2518004626030)	 85.00 	 10,567.170 	128	0	 10.090 
8:04:21 PM	 49.2751379124820 	 (123.2517177332190)	 85.00 	 10,577.760 	127	0	 10.357 
8:04:22 PM	 49.2751994356513 	 (123.2516035716980)	 84.40 	 10,588.380 	127	0	 10.718 
8:04:23 PM	 49.2752453684806 	 (123.2514671143140)	 84.00 	 10,599.290 	126	0	 10.991 
